Time,temperature,humidity,tvoc,co2
2020-09-07T23:31:25Z,24.341666666666665,63.52333333333333,33.5,621.6666666666666
2020-09-07T23:01:25Z,24.38,64.87333333333333,35.166666666666664,632.3333333333334
2020-09-07T22:31:25Z,24.405,66.05333333333333,39.833333333333336,663.6666666666666
2020-09-07T22:01:25Z,24.43833333333333,66.52333333333333,44.66666666666666,697.3333333333335
2020-09-07T21:31:25Z,24.451666666666664,67.22833333333332,41.16666666666666,672.6666666666666
2020-09-07T21:01:25Z,24.47,67.37999999999998,39.0,657.8333333333334
2020-09-07T20:31:25Z,24.49833333333333,67.63333333333333,40.5,668.8333333333334
2020-09-07T20:01:25Z,24.52333333333333,67.44833333333334,37.5,649.3333333333334
2020-09-07T19:31:25Z,24.56333333333333,68.135,40.333333333333336,667.8333333333334
2020-09-07T19:01:25Z,24.60333333333333,68.54333333333334,41.333333333333336,675.5
2020-09-07T18:31:25Z,24.64333333333333,68.63666666666667,37.16666666666666,646.6666666666666
2020-09-07T18:01:25Z,24.68666666666667,68.17333333333333,33.666666666666664,624.6666666666666
2020-09-07T17:31:25Z,24.726666666666667,67.05999999999999,30.16666666666667,601.6666666666666
2020-09-07T17:01:25Z,24.721666666666664,66.22500000000001,17.5,518.5
2020-09-07T16:31:25Z,24.756666666666664,65.35166666666667,15.0,501.83333333333326
2020-09-07T16:01:25Z,24.778333333333336,64.33666666666666,13.5,493.0
2020-09-07T15:31:25Z,24.785,64.12666666666667,11.333333333333336,478.16666666666674
2020-09-07T15:01:25Z,24.801666666666666,63.56666666666666,10.0,469.66666666666674
2020-09-07T14:31:25Z,24.82333333333333,63.50666666666667,9.833333333333334,468.66666666666674
2020-09-07T14:01:25Z,24.83666666666667,63.11333333333334,9.666666666666666,467.66666666666674
2020-09-07T13:31:25Z,24.82833333333333,63.215,10.333333333333334,470.33333333333326
2020-09-07T13:01:25Z,24.80833333333333,63.025,3.8333333333333335,430.16666666666674
2020-09-07T12:31:25Z,24.786666666666665,62.84666666666666,56.74735286458342,410.16666666666674
2020-09-07T12:01:25Z,24.77666666666667,61.99333333333334,56.74735286458342,402.16666666666674
2020-09-07T11:31:25Z,24.773333333333333,61.85833333333333,56.74735286458342,400.0
2020-09-07T11:01:25Z,24.845,61.27,56.74735286458342,402.5
2020-09-07T10:31:25Z,24.85333333333333,60.27333333333334,56.74735286458342,400.83333333333326
2020-09-07T10:01:25Z,24.861666666666665,60.20500000000001,56.74735286458342,400.0
2020-09-07T09:31:25Z,24.845,60.14666666666667,56.74735286458342,400.5
2020-09-07T09:01:25Z,24.735,60.125,56.74735286458342,406.16666666666674
2020-09-07T08:31:25Z,24.64833333333333,59.11000000000001,1.6,412.33333333333326
2020-09-07T08:01:25Z,24.633333333333336,59.37166666666667,56.74735286458342,402.33333333333326
2020-09-07T07:31:25Z,24.64333333333333,60.33333333333334,56.74735286458342,400.16666666666674
2020-09-07T07:01:25Z,24.65333333333333,62.22833333333333,2.0,411.66666666666674
2020-09-07T06:31:25Z,24.70666666666667,65.44666666666667,4.0,419.5
2020-09-07T06:01:25Z,24.755,67.57000000000001,56.74735286458342,404.5
2020-09-07T05:31:25Z,24.786666666666665,68.75,56.74735286458342,402.0
2020-09-07T05:01:25Z,24.82333333333333,70.44833333333334,1.2,409.16666666666674
2020-09-07T04:31:25Z,24.83333333333333,71.66333333333334,1.8333333333333333,414.33333333333326
2020-09-07T04:01:25Z,24.85833333333333,72.12166666666667,3.1666666666666665,422.83333333333326
2020-09-07T03:31:25Z,24.87333333333333,72.40166666666667,4.166666666666667,429.66666666666674
2020-09-07T03:01:25Z,24.899999999999995,72.70833333333333,5.833333333333332,441.83333333333326
2020-09-07T02:31:25Z,24.92166666666667,73.14,7.166666666666668,450.0
2020-09-07T02:01:25Z,24.946666666666665,73.54,8.833333333333334,460.0
2020-09-07T01:31:25Z,24.981666666666666,73.73666666666666,10.0,471.5
2020-09-07T01:01:25Z,25.0,73.80833333333334,10.666666666666666,475.33333333333326
2020-09-07T00:31:25Z,25.00333333333333,73.93166666666667,12.833333333333336,485.66666666666674
2020-09-07T00:01:25Z,25.021666666666665,74.21833333333333,14.166666666666664,495.33333333333326
2020-09-06T23:31:25Z,25.05666666666667,74.51166666666667,15.0,501.66666666666674
2020-09-06T23:01:25Z,25.08166666666667,74.65833333333332,17.0,514.0
2020-09-06T22:31:25Z,25.10833333333333,74.71666666666667,17.833333333333332,522.1666666666666
2020-09-06T22:01:25Z,25.14,74.75166666666667,16.333333333333332,511.5
2020-09-06T21:31:25Z,25.18,74.57000000000002,15.166666666666664,503.33333333333326
2020-09-06T21:01:25Z,25.22666666666667,73.97333333333334,10.5,471.66666666666674
2020-09-06T20:31:25Z,25.24,72.99166666666666,4.666666666666667,433.0
2020-09-06T20:01:25Z,25.255,72.29333333333334,1.8333333333333333,416.5
2020-09-06T19:31:25Z,25.265,72.03333333333335,2.0,414.0
2020-09-06T19:01:25Z,25.278333333333336,71.55,56.74735286458342,406.83333333333326
2020-09-06T18:31:25Z,25.281666666666666,71.305,1.0,409.5
2020-09-06T18:01:25Z,25.281666666666666,71.28666666666669,1.0,408.0
2020-09-06T17:31:25Z,25.305000000000003,71.20333333333333,1.2,411.83333333333326
2020-09-06T17:01:25Z,25.316666666666666,71.26499999999999,1.5,414.16666666666674
2020-09-06T16:31:25Z,25.34,71.24166666666666,1.5,414.16666666666674
